,chords
328243,"['C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'Amin', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'Amin', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Gmin', 'Bb', 'F', 'Dmin', 'Gmin', 'Bb', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Gmin', 'Bb', 'F', 'Dmin', 'Gmin', 'Bb', 'F', 'Dmin', 'Bb', 'C', 'F', 'Dmin', 'Gmin', 'Bb', 'F', 'Dmin', 'Gmin', 'Bb', 'F', 'Emin', 'C', 'Emin', 'C', 'Emin', 'C', 'Amin7', 'D', 'C', 'D', 'G', 'C', 'G', 'C', 'G', 'C', 'Emin', 'C', 'Emin', 'C', 'Emin', 'C', 'Emin', 'C', 'Amin7', 'D', 'C', 'D', 'G', 'C', 'G', 'C', 'G', 'C', 'Emin', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'A', 'E', 'A', 'E', 'Fsmin', 'D', 'A', 'E', 'Fsmin', 'D', 'A', 'E', 'Fsmin', 'D', 'A', 'E', 'Fsmin', 'D', 'A', 'E', 'Fsmin', 'D', 'A', 'E', 'Fsmin', 'D', 'A', 'E', 'Fsmin', 'D', 'A', 'E', 'Fsmin', 'D', 'A', 'E', 'Fsmin', 'D', 'A', 'E', 'Fsmin', 'D', 'A', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'F', 'C', 'Dmin', 'C', 'Bb', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'Amin', 'F', 'C', 'F', 'C', 'F', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'F', 'C', 'F', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'Emin', 'C', 'Amin', 'Bmin', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'G', 'F', 'G', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'G', 'F', 'G', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'F', 'C', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'Amin', 'C', 'Amin', 'F', 'Amin', 'G', 'Amin', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'Amin', 'F', 'Amin', 'G', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'C', 'Amin', 'C', 'Amin', 'F', 'Amin', 'G', 'Amin', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'Amin', 'F', 'Amin', 'G', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'C', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'C', 'G', 'C', 'Emin', 'C', 'G', 'C', 'Emin', 'C', 'G', 'C', 'Emin', 'C', 'G', 'C', 'Emin', 'C', 'G', 'C', 'Emin', 'C', 'G', 'C', 'Emin', 'C', 'G', 'C', 'Emin', 'C', 'G', 'C', 'Emin', 'C', 'G', 'C', 'Emin', 'C', 'G', 'C', 'Emin', 'C', 'G', 'C', 'Emin', 'C', 'G', 'F', 'Amin', 'G', 'Dmin', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'Dmin', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'Dmin', 'F', 'Amin', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'Amin', 'G', 'Dmin', 'F', 'Amin', 'G', 'F', 'Amin', 'G', 'Dmin', 'F', 'Amin', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'G', 'F', 'Amin', 'G', 'Dmin', 'F', 'Amin', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin']"
328244,"['G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G']"
328247,"['Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'Emin', 'C', 'Amin', 'Bmin', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'Emin', 'C', 'Amin', 'Bmin']"
328310,"['G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'Emin', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'Emin', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'Emin', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G']"
330407,"['Amin', 'F', 'Amin', 'F', 'Amin', 'F', 'Amin', 'F', 'Amin', 'F', 'Amin', 'F', 'Dmin', 'C', 'Dmin', 'C', 'Dmin', 'C', 'F', 'Emin', 'Amin', 'F', 'Amin', 'F', 'Amin', 'F', 'Amin', 'F', 'Amin', 'F', 'Amin', 'F', 'Dmin', 'C', 'Dmin', 'C', 'Dmin', 'C', 'F', 'Emin', 'Amin', 'F', 'Amin', 'F', 'Amin', 'F', 'Amin', 'F', 'Amin', 'Dmin', 'C', 'Dmin', 'C', 'Dmin', 'C', 'F', 'Emin', 'Amin', 'F', 'Amin', 'F', 'Amin', 'F', 'Amin', 'F', 'Amin']"
330609,"['C', 'Amin', 'C', 'Amin', 'C', 'D', 'Emin', 'C', 'Emin', 'C', 'Amin', 'G', 'Gsus4', 'G', 'C', 'Amin', 'C', 'Amin', 'C', 'Amin', 'C', 'D', 'Emin', 'C', 'Emin', 'C', 'Amin', 'G', 'Gsus4', 'G', 'C', 'Emin', 'C', 'Emin', 'C', 'Emin', 'D', 'C', 'Emin', 'C', 'Emin', 'C', 'Amin', 'G', 'Gsus4', 'G', 'C', 'G']"
332710,"['G', 'D', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Amin', 'G', 'D', 'Amin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'Emin', 'C', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Amin', 'G', 'D', 'Amin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'Emin', 'C', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'D', 'A', 'Fsmin', 'D', 'E', 'A', 'Fsmin', 'D', 'E', 'A', 'Fsmin', 'D', 'E', 'A', 'Fsmin', 'D', 'E', 'Fsmin', 'D', 'E', 'Fsmin', 'D', 'E']"
340527,"['G', 'Emin7', 'Cadd9', 'Dsus4', 'D', 'G', 'Emin7', 'Cadd9', 'Dsus4', 'D', 'Dsus2', 'Cadd9', 'Dsus4', 'D', 'Dsus2', 'Cadd9', 'Emin7', 'Cadd9', 'D', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Emin7', 'Cadd9', 'G', 'Emin7', 'Cadd9', 'G', 'Emin7', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'Cadd9', 'D', 'G', 'Cadd9', 'D', 'Emin7', 'D', 'G', 'Cadd9', 'D', 'G', 'Emin7', 'Cadd9', 'G', 'Emin7', 'Cadd9', 'G', 'Emin7', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'Emin7', 'Cadd9', 'G', 'Emin7', 'Cadd9', 'G', 'Emin7', 'Cadd9', 'G', 'D', 'Cadd9', 'D', 'Amin', 'C', 'G', 'C', 'D', 'C', 'D', 'Amin', 'C', 'Emin', 'D', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G']"
343989,"['D', 'A', 'D', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'G', 'D', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'G', 'D', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'A', 'D', 'A', 'Bmin', 'E', 'B', 'Fsmin', 'A', 'E', 'B', 'Fsmin', 'D', 'G', 'D', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'A', 'Bmin', 'A', 'D', 'A', 'Bmin', 'A', 'D']"
343996,"['D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'Emin', 'G', 'Emin', 'A', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'Emin', 'G', 'Emin', 'A', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'A', 'D', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G']"
348046,"['D', 'G', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'Emin', 'D', 'G', 'Emin', 'D', 'G', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'Emin', 'D', 'G', 'Emin', 'D', 'G', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'G', 'Emin', 'A', 'D', 'G', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D']"
348049,"['D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'Emin', 'D', 'G', 'A', 'G', 'A', 'G', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'A', 'C', 'D', 'G', 'Emin', 'C', 'D', 'Emin', 'C', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'D', 'G', 'Emin', 'D', 'G', 'A', 'Emin', 'G', 'A', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'A', 'C', 'D', 'G', 'Emin', 'C', 'D', 'Emin', 'C', 'D', 'A', 'Emin', 'G', 'Emin', 'G', 'D', 'A', 'G', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'A', 'C', 'D', 'G', 'Emin', 'C', 'D', 'Emin', 'C', 'D', 'A', 'Emin', 'G']"
351596,"['C', 'G', 'Amin', 'G', 'C', 'G', 'Amin', 'G', 'F', 'G', 'C', 'G', 'Amin', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'Amin', 'G', 'F', 'G', 'C', 'G', 'Amin', 'G', 'C', 'G', 'Amin', 'G', 'F', 'G', 'C', 'G', 'Amin', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'Amin', 'G', 'F', 'G', 'Dmin', 'G', 'C', 'G', 'Amin', 'C', 'F', 'Fmin', 'C', 'G', 'Amin', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'Amin', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'Amin', 'G', 'F', 'G', 'C', 'G', 'Amin', 'G', 'F']"
351731,"['D', 'A', 'G', 'D', 'A', 'G', 'Emin', 'A', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'Emin', 'A', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'Emin', 'D']"
351819,"['Cadd9', 'G', 'Dsus4', 'Emin7', 'Cadd9', 'G', 'Dsus4', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'D', 'G', 'Emin7', 'Cadd9', 'D', 'G', 'D', 'Emin7', 'Cadd9', 'D', 'G', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'D', 'G', 'Emin7', 'Cadd9', 'D', 'G', 'D', 'Emin7', 'Cadd9', 'D', 'G', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'A', 'C', 'D', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'D', 'G', 'Emin7', 'Cadd9', 'D', 'G', 'D', 'Emin7', 'Cadd9', 'D', 'G', 'Emin7', 'Cadd9', 'D', 'Cadd9', 'G', 'D', 'Emin', 'G']"
351949,"['C', 'G', 'Emin', 'Dsus4', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D']"
354219,"['Gadd13', 'A', 'Gadd13', 'A', 'Gadd13', 'A', 'Gadd13', 'A', 'Gadd13', 'A', 'Gadd13', 'A', 'G', 'Emin', 'A', 'Bmin', 'G', 'G', 'A', 'Emin', 'G', 'Emin', 'A', 'Bmin', 'G', 'G', 'A', 'Emin', 'Gadd13', 'A', 'Gadd13', 'A', 'Gadd13', 'A', 'Gadd13', 'A', 'Gadd13', 'A', 'Gadd13', 'A', 'G', 'Emin', 'A', 'Bmin', 'G', 'G', 'A', 'Emin', 'G', 'Emin', 'A', 'Bmin', 'G', 'G', 'A', 'Emin', 'G', 'Emin', 'A', 'Bmin', 'G', 'G', 'A', 'Emin', 'Gadd13', 'A', 'Gadd13', 'A', 'Gadd13', 'A', 'Gadd13', 'G', 'Emin', 'A', 'Bmin', 'G', 'G', 'A', 'Emin', 'G', 'Emin', 'A', 'Bmin', 'G', 'G', 'A', 'Emin', 'G', 'Emin', 'A', 'Bmin', 'G', 'G', 'A', 'Emin', 'G', 'A', 'G', 'A']"
370197,"['D', 'G', 'Bmin', 'G', 'D', 'G', 'Bmin', 'A', 'G', 'A', 'Bmin', 'D', 'G', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'D', 'Bmin', 'G', 'D', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'D', 'A', 'B', 'G', 'A', 'E', 'B', 'Dbmin', 'A', 'B', 'E', 'B', 'Fsmin', 'A', 'Fsmin', 'A', 'E', 'B', 'Fsmin', 'A', 'E', 'B', 'E', 'B', 'Fsmin', 'A', 'E', 'B', 'Fsmin', 'A', 'E', 'B', 'Fsmin', 'A', 'E']"
370231,"['C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'F', 'Amin', 'F', 'C', 'F', 'Amin', 'F', 'C', 'F', 'Amin', 'F', 'C', 'F', 'Amin', 'F', 'C', 'G', 'F', 'Amin', 'G', 'F', 'C', 'F', 'Amin', 'F', 'C', 'F', 'Amin', 'F', 'C', 'F', 'Amin', 'F', 'C', 'G', 'F', 'Amin', 'G', 'F', 'C', 'F', 'Amin', 'F', 'C', 'F', 'Amin', 'F']"
