,chords
631642,"['C', 'G', 'Emin', 'F', 'Amin', 'G', 'Emin', 'F', 'Amin', 'G', 'Emin', 'F', 'Amin', 'G', 'Emin', 'F', 'Amin', 'G', 'Emin', 'F', 'Amin', 'G', 'Emin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'Amin', 'G', 'Emin', 'F', 'Amin', 'G', 'Emin', 'F', 'Amin', 'G', 'Emin', 'F', 'Amin', 'G', 'Emin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F']"
631648,"['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'Dmin7', 'C', 'Dmin7', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'Amin', 'C', 'F', 'C', 'Dmin7', 'C', 'Dmin7', 'C', 'Amin', 'C', 'F', 'C', 'Dmin7', 'C', 'Dmin7', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'Amin', 'C', 'F', 'C', 'Dmin7', 'C', 'Dmin7', 'C', 'Amin', 'C', 'F', 'C', 'Dmin7', 'C', 'Dmin7', 'C', 'Amin', 'C', 'F', 'C', 'Dmin7', 'C', 'Dmin7', 'C', 'Amin', 'C', 'F', 'C', 'Dmin7', 'C', 'Dmin7', 'C', 'Amin', 'C', 'F', 'C', 'Dmin7', 'C', 'Dmin7', 'C', 'Dmin7', 'C', 'Dmin7', 'C']"
634033,"['D', 'A', 'G', 'A', 'D', 'A', 'G', 'A', 'D', 'A', 'G', 'A', 'D', 'A', 'G', 'A', 'D', 'A', 'G', 'A', 'Emin', 'Bmin', 'D', 'A', 'Emin', 'Bmin', 'D', 'A', 'D', 'A', 'G', 'A', 'D', 'A', 'G', 'A', 'Emin', 'Bmin', 'D', 'A', 'Emin', 'Bmin', 'D', 'A', 'Emin', 'Bmin', 'D', 'A', 'Emin', 'Bmin', 'D', 'A', 'D', 'A', 'G', 'A', 'D', 'A', 'G', 'A', 'D', 'A', 'G', 'A', 'Emin', 'Bmin', 'D', 'A', 'Emin', 'Bmin', 'D', 'A', 'Emin', 'Bmin', 'D', 'A', 'Emin', 'Bmin', 'D', 'A', 'D', 'A', 'G', 'A', 'D', 'A', 'G', 'A', 'Emin', 'Bmin', 'D', 'A', 'Emin', 'Bmin', 'D', 'A', 'Emin', 'Bmin', 'D', 'A', 'Emin', 'Bmin', 'D', 'A', 'Emin', 'Bmin', 'D', 'A']"
634037,"['Dmin', 'G', 'C', 'F', 'Dmin', 'G', 'C', 'F', 'Dmin', 'G', 'C', 'F', 'Dmin', 'G', 'C', 'F', 'C', 'F', 'G', 'F', 'C', 'F', 'G', 'Dmin', 'G', 'C', 'F', 'Dmin', 'G', 'C', 'F', 'C', 'F', 'G', 'F', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'Dmin', 'G', 'C', 'F', 'Dmin', 'G', 'C', 'F', 'C', 'F', 'G', 'F', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'Amin', 'Emin', 'G', 'D', 'Amin', 'Emin', 'G', 'D', 'Amin', 'Emin', 'G', 'D', 'Amin', 'Emin', 'G', 'D', 'Dmin', 'G', 'C', 'F', 'Dmin', 'G', 'C', 'F', 'C', 'F', 'G', 'F', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C']"
634039,"['Dmaj7', 'E', 'Dmaj7', 'E', 'Dmaj7', 'E', 'Dmaj7', 'E', 'Dmaj7', 'E', 'A', 'Dmaj7', 'Fsmin', 'E', 'A', 'Dmaj7', 'Fsmin', 'E', 'Dmaj7', 'E', 'Dmaj7', 'E', 'Dmaj7', 'E', 'Dmaj7', 'E', 'A', 'Dmaj7', 'A', 'E', 'A', 'Dmaj7', 'A', 'E', 'Fsmin', 'Dmaj7', 'Fsmin', 'E', 'Fsmin', 'Dmaj7', 'Fsmin', 'E', 'A', 'Dmaj7', 'A', 'E', 'A', 'Dmaj7', 'A', 'E', 'Fsmin', 'Dmaj7', 'Fsmin', 'E']"
634042,"['G', 'C', 'D', 'Emin', 'C', 'Bmin', 'C', 'D', 'Emin', 'C', 'Bmin', 'C', 'D', 'Emin', 'C', 'Emin', 'C', 'G', 'Bmin', 'C', 'D', 'Emin', 'C', 'G', 'Bmin', 'C', 'D', 'Emin', 'C', 'Bmin', 'C', 'D', 'Emin', 'C', 'Bmin', 'C', 'D', 'Emin', 'C', 'Emin', 'C', 'G', 'Bmin', 'C', 'D', 'Emin', 'C', 'G', 'Bmin', 'C', 'D', 'Emin', 'C', 'G', 'Bmin', 'C', 'D', 'Emin', 'C', 'G', 'Bmin', 'D', 'Emin', 'C', 'G', 'Bmin', 'C', 'D', 'Emin', 'C', 'G', 'Bmin', 'C', 'D', 'Emin', 'C', 'G', 'Bmin', 'C', 'D', 'Emin', 'C', 'G', 'Bmin', 'C', 'D']"
634044,"['Dmin', 'Bb', 'F', 'C', 'Dmin', 'Bb', 'F', 'C', 'F', 'Bb', 'F', 'C', 'F', 'Bb', 'F', 'C', 'Dmin', 'Bb', 'F', 'C', 'Dmin', 'Bb', 'F', 'C', 'Gmin', 'Bb', 'F', 'C', 'Gmin', 'Bb', 'F', 'C', 'F', 'Bb', 'F', 'C', 'F', 'Bb', 'F', 'C', 'Gmin', 'Bb', 'F', 'C', 'Gmin', 'Bb', 'F', 'C', 'Dmin', 'Bb', 'F', 'C', 'Dmin', 'Bb', 'F', 'C', 'F', 'Bb', 'F', 'C', 'Gmin', 'Bb', 'F', 'C', 'Gmin', 'Bb', 'F', 'C', 'Gmin', 'Bb', 'F', 'C', 'Gmin', 'Bb', 'F', 'C', 'F', 'Bb', 'F', 'C', 'F', 'Bb', 'F', 'C', 'F', 'Bb', 'F', 'C', 'F', 'Bb', 'F', 'C']"
634153,"['D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Amin', 'G', 'D', 'Amin', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Amin', 'G', 'D', 'Bmin', 'C', 'D', 'C', 'G', 'Bmin', 'C', 'D', 'C', 'G', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Amin', 'G', 'D', 'Amin', 'G', 'D', 'Amin', 'G', 'D', 'Amin', 'G', 'D', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D']"
639718,"['C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Gadd11', 'Fsus2', 'Gadd11', 'Fsus2', 'Gadd11', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Gadd11', 'Fsus2', 'Gadd11', 'C', 'Gadd11', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'Gadd11', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Gadd11', 'Amin', 'Fsus2', 'C', 'Amin', 'Fsus2', 'Gadd11', 'C', 'Amin', 'Fsus2', 'Gadd11', 'C', 'Amin', 'Fsus2', 'Gadd11', 'Fsus2', 'Gadd11', 'Fsus2', 'C', 'Amin', 'Fsus2', 'Gadd11', 'C', 'Amin', 'Fsus2', 'Gadd11', 'C', 'Amin', 'Fsus2', 'Gadd11', 'C', 'Amin', 'Fsus2', 'Gadd11', 'C', 'Amin', 'Fsus2', 'Gadd11', 'C', 'Amin', 'Fsus2', 'Gadd11', 'C', 'Amin', 'Fsus2', 'Gadd11', 'C', 'Amin', 'Fsus2', 'Gadd11', 'C', 'Amin', 'Fsus2', 'Gadd11', 'C', 'Amin', 'Fsus2', 'Gadd11', 'C', 'Amin', 'Fsus2', 'Gadd11', 'C', 'Amin']"
642749,"['D', 'Amin7', 'C', 'G', 'D', 'Amin7', 'C', 'G', 'D', 'Amin7', 'C', 'G', 'D', 'Amin7', 'C', 'G', 'D', 'Amin7', 'C', 'G', 'D', 'Amin7', 'C', 'G', 'D', 'Amin7', 'C', 'G', 'D', 'Amin7', 'C', 'G', 'D', 'Amin7', 'C', 'G', 'D', 'Amin7', 'C', 'G', 'D', 'Amin7', 'C', 'G', 'Bmin', 'G', 'Fsmin', 'A', 'D', 'Amin7', 'C', 'G', 'D', 'Amin7', 'C', 'G', 'D', 'Amin7', 'C', 'G', 'D', 'Amin7', 'C', 'G', 'D', 'Amin7', 'C', 'G', 'D', 'C']"
642760,"['F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'C', 'Dmin7', 'C', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Emin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'C', 'Dmin7', 'C']"
642761,"['C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'Amin', 'F', 'G', 'C', 'C', 'Amin', 'F', 'G', 'C', 'F', 'Amin', 'G', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'Amin', 'F', 'G', 'C', 'C', 'Amin', 'F', 'G', 'C', 'F', 'Amin', 'G', 'F', 'C', 'F', 'Emin', 'F', 'G', 'Amin', 'F', 'G', 'C', 'C', 'Amin', 'F', 'G', 'C', 'F', 'Amin', 'G', 'F', 'C']"
642773,"['Amin', 'F', 'Amin', 'E7', 'F', 'E7', 'Amin', 'C', 'G', 'Amin', 'E7', 'Amin', 'F', 'Amin', 'F', 'E7', 'Amin', 'C', 'G', 'Amin', 'E7', 'Amin', 'F', 'E7', 'Amin', 'C', 'G', 'Amin', 'E7', 'Amin']"
642774,"['C', 'Amin', 'Dmin', 'G', 'C', 'Amin', 'Dmin', 'G', 'C', 'Amin', 'Dmin', 'G', 'C', 'Amin', 'Dmin', 'G', 'C', 'Amin', 'Dmin', 'G', 'C', 'Amin', 'Dmin', 'G', 'C', 'Amin', 'Dmin', 'G', 'C', 'Amin', 'Dmin', 'G', 'C', 'G', 'Amin', 'G', 'F', 'C', 'Dmin', 'F', 'C', 'G', 'Amin', 'G', 'F', 'C', 'Dmin', 'F', 'C', 'Amin', 'Dmin', 'G', 'C', 'Amin', 'Dmin', 'G']"
642775,"['C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin']"
